area_code,area_name,indicator,period,measure,unit,value
E07000088,Gosport,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E07000089,Hart,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E07000090,Havant,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000091,New Forest,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,33
E07000092,Rushmoor,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E07000093,Test Valley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,37
E07000094,Winchester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,81
E07000105,Ashford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,29
E07000106,Canterbury,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
E07000107,Dartford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000108,Dover,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
E07000109,Gravesham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000110,Maidstone,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,21
E07000111,Sevenoaks,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,27
E07000112,Folkestone & Hythe,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,15
E07000113,Swale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,14
E07000114,Thanet,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,11
E07000115,Tonbridge and Malling,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000116,Tunbridge Wells,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000177,Cherwell,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,48
E07000178,Oxford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,15
E07000179,South Oxfordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,33
E07000180,Vale of White Horse,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000181,West Oxfordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,58
E07000207,Elmbridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E07000208,Epsom and Ewell,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000209,Guildford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,14
E07000210,Mole Valley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,14
E07000211,Reigate and Banstead,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,7
E07000212,Runnymede,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000213,Spelthorne,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000214,Surrey Heath,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000215,Tandridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E07000216,Waverley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,33
E07000217,Woking,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000223,Adur,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000224,Arun,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E07000225,Chichester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,59
E07000226,Crawley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000227,Horsham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,45
E07000228,Mid Sussex,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,41
E07000229,Worthing,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000022,Bath and North East Somerset,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,27
E06000023,"Bristol, City of",Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,36
E06000052,Cornwall,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,409
E06000053,Isles of Scilly,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E06000024,North Somerset,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,56
E06000026,Plymouth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E06000025,South Gloucestershire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,48
E06000030,Swindon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E06000027,Torbay,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000054,Wiltshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,231
E07000040,East Devon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,137
E07000041,Exeter,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,15
E07000042,Mid Devon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,133
E07000043,North Devon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,148
E07000044,South Hams,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,78
E07000045,Teignbridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,111
E07000046,Torridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,122
E07000047,West Devon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,88
E07000078,Cheltenham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000079,Cotswold,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,144
E07000080,Forest of Dean,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,148
E07000081,Gloucester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000082,Stroud,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,38
E07000083,Tewkesbury,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,41
E07000187,Mendip,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,106
E07000188,Sedgemoor,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,73
E07000189,South Somerset,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,97
W06000001,Isle of Anglesey / Ynys Môn,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,28
W06000002,Gwynedd / Gwynedd,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,120
W06000003,Conwy / Conwy,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,97
W06000004,Denbighshire / Sir Ddinbych,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,90
W06000005,Flintshire / Sir y Fflint,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,52
W06000006,Wrexham / Wrecsam,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,51
W06000023,Powys / Powys,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,576
W06000008,Ceredigion / Ceredigion,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,164
W06000009,Pembrokeshire / Sir Benfro,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,130
W06000010,Carmarthenshire / Sir Gaerfyrddin,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,217
W06000011,Swansea / Abertawe,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,29
W06000012,Neath Port Talbot / Castell-nedd Port Talbot,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,69
W06000013,Bridgend / Pen-y-bont ar Ogwr,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,21
W06000014,Vale of Glamorgan / Bro Morgannwg,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,38
W06000015,Cardiff / Caerdydd,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
W06000016,Rhondda Cynon Taf / Rhondda Cynon Taf,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,31
W06000024,Merthyr Tydfil / Merthyr Tudful,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
W06000018,Caerphilly / Caerffili,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
W06000019,Blaenau Gwent / Blaenau Gwent,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
W06000020,Torfaen / Tor-faen,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,10
W06000021,Monmouthshire / Sir Fynwy,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,108
W06000022,Newport / Casnewydd,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
S12000033,Aberdeen City,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
S12000034,Aberdeenshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,486
S12000041,Angus,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,182
S12000035,Argyll and Bute,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,127
S12000036,City of Edinburgh,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,25
S12000005,Clackmannanshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,14
S12000006,Dumfries and Galloway,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,578
S12000042,Dundee City,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
S12000008,East Ayrshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,163
S12000045,East Dunbartonshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,32
S12000010,East Lothian,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,79
S12000011,East Renfrewshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,21
S12000014,Falkirk,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
S12000047,Fife,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,126
S12000017,Highland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,521
S12000018,Inverclyde,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
S12000019,Midlothian,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
S12000020,Moray,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,103
S12000013,Na h-Eileanan Siar,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
S12000021,North Ayrshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,65
S12000023,Orkney Islands,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
S12000048,Perth and Kinross,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,252
S12000038,Renfrewshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,56
S12000026,Scottish Borders,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,207
S12000027,Shetland Islands,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
S12000028,South Ayrshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,133
S12000029,South Lanarkshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,201
S12000030,Stirling,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,131
S12000039,West Dunbartonshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
S12000040,West Lothian,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,43
