area_code,area_name,name,operator,type,turbines,capacity,address,county,lon,lat
N09000004,Causeway Coast and Glens,Garves Mountain Farm,Gravis Capital Management,Wind Onshore,5,3.00,"Garves Mountain Farm, Tullaghans Road
(access adjacent to no. 91), Dunloy.
Ballymoney",Co. Antrim,-6.564868037540021,55.00175792573357
E06000023,"Bristol, City of",Avonmouth Port,Bristol Port Authority,Wind Onshore,3,2.00,Avonmouth Port,Avon,-2.70272741372459,51.51663374737923
S12000034,Aberdeenshire,Dummuie,Tetro Energy Ltd (ECO2),Wind Onshore,7,1.75,"East Dummuie
Huntly",Grampian,-2.6915117252820613,57.45110354900517
S12000030,Stirling,Earlsburn,Falck Renewables,Wind Onshore,14,2.50,"Hart Hill, Fintry, Stirling",Stirling,-4.09551395694044,56.07080630245967
S12000017,Highland,Kilbraur Windfarm,Renewable Development Company (RDC),Wind Onshore,19,2.50,"Rogart, Sutherland
(former Strath Brora Site)",Highland,-4.058804857768123,58.04040164364138
S12000017,Highland,Achany Wind Farm,Scottish and Southern Energy (SSE),Wind Onshore,19,2.00,"Albany Estate, Achany, Lairg, Highlands, IV27 4",Highland,-4.500008297763334,58.001947740195675
S12000017,Highland,Bilbster Wind Farm,Private Developer,Wind Onshore,3,1.30,"Flex Hill, Flex Hill Wind Cluster, Bilbster, Caithness",Highland,-3.249833252705004,58.448834665971724
E06000038,Reading,Green Park,Ecotricity / Prudential,Wind Onshore,1,2.00,"Plot 12, South Oak Way, Green Park, Reading, Berkshire",Berkshire,-0.9855264066930954,51.41899751244632
S12000026,Scottish Borders,Carcant Windfarm,Greencoat UK Wind,Wind Onshore,3,2.00,Innerleithen,Borders,-3.017556833836789,55.764776324123396
E06000047,County Durham,Butterwick Moor,E.On,Wind Onshore,10,2.05,"Butterwick Moor, Sedgefield",Durham,-1.3969058804159702,54.663580940899536
S12000029,South Lanarkshire,Hagshaw Hill Wind Farm Extension,Scottish Power Renewables,Wind Onshore,20,1.30,Extension to current Windfarm at Hagshaw Hill,Strathclyde,-3.9203184306046217,55.566603901462855
E06000047,County Durham,Southern Law,EDF Energy,Wind Onshore,4,1.30,"Southern Law Farm
Trimdon Grange",Durham,-1.434850170426241,54.72217770999969
W06000008,Ceredigion,Llangwyryfon,Westbury Windfarms,Wind Onshore,11,0.85,"Llangwyryfon,
Southeast Aberystwyth
Ceredigion",Dyfed,-4.0291556066023295,52.30685494524074
S12000040,West Lothian,Pates Hill,Your Energy,Wind Onshore,7,2.00,"West Calder Lothian, EH55",Lothian,-3.6113177435126036,55.81638609306072
E06000052,Cornwall,Roskrow Wind Turbines,REG Windpower (previously Cornwall Light and Power),Wind Onshore,2,0.85,"Roskrow Barton Farm, Roskrow, Penryn, Cornwall, TR10 9AP",Cornwall,-5.1316458871396495,50.177278698138295
S12000050,North Lanarkshire,Greendykeside,A7 Energy,Wind Onshore,2,2.00,"Greendykeside Farm, Longriggend, Airdrie, Lanarkshire",Strathclyde,-3.9032161917820014,55.91199366738728
N09000004,Causeway Coast and Glens,Gruig Wind Farm,B9 Energy / RES,Wind Onshore,10,2.50,"Gruig, Corkey, nr Cloughmills, Co. Antrim",Co. Antrim,-6.285711547791145,55.01879369732771
N09000008,Mid and East Antrim,Wolf Bog Wind Farm,B9 Energy / RES,Wind Onshore,5,1.75,"Wolf Bog, Tildarg, nr Ballyclare, Co. Antrim",Co. Antrim,-6.080610335039475,54.80429700971476
N09000005,Derry City and Strabane,Curryfree Wind Farm,ESB,Wind Onshore,6,2.50,"Curryfree ,
South of Newbuildings / Drumahoe and north of Dunamanagh,
Co. Londonderry",Co. Derry / Londonderry,-7.316700375498576,54.92929803014554
N09000004,Causeway Coast and Glens,Altahullion Phase II,B9 Energy / RES,Wind Onshore,9,1.30,"Altahullion Wind Farm,
Dungiven,
Co. Londonderry",Co. Derry / Londonderry,-6.9995545708691145,54.97018949636429
N09000006,Fermanagh and Omagh,Slieve Divena Phase 1 Wind Farm,Greencoat (formerly Infinis/SSE),Wind Onshore,12,2.50,"Slieve Divena
Sixmilecross
Beragh
Ballygawley
County Tyrone",Co. Tyrone,-7.106399976019913,54.50859673999928
E08000018,Rotherham,Loscar Farm,REG Windpower (previously Cornwall Light and Power),Wind Onshore,3,1.30,"Loscar Farm, Packman Lane, Harthill",South Yorkshire,-1.235961461880201,53.31448601467386
E06000047,County Durham,Langley Moor,EDF Energy,Wind Onshore,4,2.00,"Burnhope
Standagainstall 
Plantation, Long Edge, Burnhope, County Durham",Durham,-1.6757996928952714,54.82373706946851
N09000006,Fermanagh and Omagh,Land approx 75m South of 141,Private Developer,Wind Onshore,8,2.50,"Land approx 75m South of 141 Greencastle Road, Omagh",Co. Tyrone,-7.088607144208534,54.686294603139764
N09000009,Mid Ulster,Hunter's Hill,Wind Farm Developments  / RES UK & Ireland,Wind Onshore,8,2.50,"Hunter's Hill, (In the townlands of Tattymoyle Lower, Edergole, Killygordon and Tattanafinnell), Co Tyrone",Co. Tyrone,-7.341507634182569,54.438995283175295
S12000028,South Ayrshire,Arecleoch Windfarm,Scottish Power Renewables,Wind Onshore,60,2.00,Arecleoch and Kilgallioch Forest near Barrhill,South Ayrshire,-4.797053507476681,55.0687849783386
S12000028,South Ayrshire,Mark Hill,Force 9 Energy,Wind Onshore,24,2.30,"Mark's Hill, Barrhill",Strathclyde,-4.7463103757260265,55.12837306007483
N09000006,Fermanagh and Omagh,Screggagh,Screggagh Windfarm,Wind Onshore,8,2.50,"Screggagh, Screggagh & Stranisk townlands, Fintona. Co Tyrone",Co. Tyrone,-7.332900101951519,54.462397734232994
E07000180,Vale of White Horse,Westmill Wind Farm,Private Developer,Wind Onshore,5,1.30,"Westmill Farm, Highworth Road, Watchfield, Swindon, Oxon",Oxfordshire,-1.6660633805681813,51.61577721384551
W06000009,Pembrokeshire,Lodge Farm 1,Private Developer,Wind Onshore,1,1.00,"Lodge Farm, Hubberston, Milford Haven",Dyfed,-5.060933114034696,51.72629770801436
W06000023,Powys,"Carno 'A'and 'B' Wind Farm, (Extension)",RWE npower,Wind Onshore,12,1.30,"Cwm Cledan, Carno, Powys",Powys,-3.57919109063888,52.542306426221266
S12000017,Highland,Achairn,Messrs James and Ronald Innes,Wind Onshore,3,2.05,"West of Wick, Caithness",Highland,-3.201506235214323,58.43851820501095
E06000047,County Durham,High Hedley Hope 2 (Extension),EDF Energy,Wind Onshore,4,1.30,"High Hedley Farm, Tow Law, Bishop Auckland, County Durham",Durham,-1.7575281860384309,54.76369120481716
S12000035,Argyll and Bute,Beinn an Tuirc,CRE Energy/ Scottish Power,Wind Onshore,46,0.37,Nr. Carradale,Strathclyde,-5.587352693800109,55.573170624204806
S12000035,Argyll and Bute,Cnoc Donn Arnicle,CRE Energy/ Scottish Power,Wind Onshore,26,0.57,"Situated next to Beinn an Tuirc
Kintyre",Strathclyde,-5.568137305818289,55.580026256145416
S12000035,Argyll and Bute,Beinn Ghlas Wind Farm,RWE npower,Wind Onshore,14,0.55,"Land at Carn Gaibhre, Argyle and Bute",Strathclyde,-5.297714013076599,56.38234707681414
S12000017,Highland,"Bendealt Wind Farm, Highland",RWE npower,Wind Onshore,18,0.50,Novar Estate,Highland,-4.426656085130216,57.70549960096401
S12000017,Highland,Meall an Tuirc Wind Farm,RWE npower,Wind Onshore,34,0.00,Novar Estate,Highland,-4.426956444946071,57.70998667217196
S12000035,Argyll and Bute,An Suidhe,RWE npower,Wind Onshore,23,0.90,"Dalmally, Strathclyde. PA33   On the eastern shore of Loch Awe",Strathclyde,-5.219366660265076,56.21866506733694
S12000026,Scottish Borders,Roughside Hill,PowerGen and Natural Power,Wind Onshore,24,1.25,"Roughside Moss, Peebles",Borders,-3.0677100176598966,55.704596282990586
S12000019,Midlothian,Bowbeat Wind Farm,PowerGen and  Natural Power Consultants Ltd,Wind Onshore,24,1.30,"Roughside Hill and Emily Bank, Peebles",Lothian,-3.122136307099974,55.7157923636804
S12000029,South Lanarkshire,Hagshaw Hill Wind Farm,Trigen,Wind Onshore,13,0.60,The site lies 4km west of Douglas,Strathclyde,-3.9200832248468354,55.55528379100777
S12000013,Na h-Eileanan Siar,Arnish Moor,Arnish Electric Ltd / Farm Energy,Wind Onshore,3,1.30,"Nr Stornaway, Isle of Lewis",Western Isles,-6.438323524409073,58.17663787924703
S12000023,Orkney Islands,Burgar Hill,Orkney Sustainable Energy,Wind Onshore,2,2.50,"Evie, Orkney",Orkney Islands,-3.1492162028820596,59.117551933102796
S12000023,Orkney Islands,Thorfinn Wind Farm - NM2000,Vestas,Wind Onshore,2,1.15,"Burgar Hill and the Wards, Evie, Orkney",Orkney Islands,-3.1403737305896495,59.10900810635348
S12000017,Highland,Hill of Lybster,Fivestone Ltd (subsidiary of Abbey Produce),Wind Onshore,4,1.30,"Forss Phase 2, Caithness",Highland,-3.688135746208153,58.60235907726317
S12000027,Shetland Islands,Burradale Hill,Shetland Aerogenerators,Wind Onshore,5,0.75,"Lerwick, Shetland, N Isles",Shetland Islands,-1.2360532218456894,60.16475440387925
S12000034,Aberdeenshire,Glens of Foudland,Green Investment Bank  (Blackrock),Wind Onshore,20,1.30,"Bognie Estate, Upper Milburn, Aberdeenshire",Grampian,-2.6360745632146987,57.42534533152905
W06000009,Pembrokeshire,Castle Pill - Repowering,John Laing Environmental Assets,Wind Onshore,4,0.80,"Steynton, Pembroke, Dyfed",Dyfed,-5.0127957851781435,51.72003289926986
S12000023,Orkney Islands,New Holland,Windflow UK,Wind Onshore,2,0.50,"Land Near New Holland, Stratheast Road, Holm, Orkney, Orkney Isles",Orkney Islands,-2.8689065070185737,58.91329754162642
E07000143,Breckland,Weston Airfield Wind Turbines,Bernard Matthews,Wind Onshore,2,1.80,"The Old Airfield, Airfield Lane, Weston Longville",Norfolk,1.0915444115265012,52.695256428969955
E07000028,Carlisle,Orton Park Farm,Orton Park Wind Energy,Wind Onshore,2,0.80,"Orton Park Farm, Orton Park, Carlisle",Cumbria,-3.0067062385298615,54.86897122787493
E08000013,St. Helens,PROMISED LAND FARM,Private Developer,Wind Onshore,2,0.50,"PROMISED LAND FARM, CRANK ROAD, KINGS MOSS, ST HELENS, LANCASHIRE, WA11 8RW",Merseyside,-2.737804738643076,53.51133072168172
E07000046,Torridge,Nethercott Farm,Private Developer,Wind Onshore,3,0.50,Land At Nethercott Farm Tetcott Holsworthy Devon,Devon,-4.335360933811337,50.74425302363016
S12000047,Fife,Bonerbo Wind Turbines (resubmission),"Messrs Stevenson, Watson and Brunton",Wind Onshore,3,0.50,Balmonth And Drumrack Farms Bonerbo Dunino Fife,Fife,-2.746685758439349,56.25943720285104
W06000009,Pembrokeshire,Princes Gate Spring Water,Princes Gate Spring Water,Wind Onshore,2,0.80,"Princes Gate Spring Water, Ludchurch, Narberth,",Dyfed,-4.684423712631726,51.771950484052844
S12000017,Highland,Phase 1 Bettyhill Wind Farm,North British Windpower Ltd,Wind Onshore,2,2.50,"Skelpick Estate, Thurso KW14 7TA",Highland,-4.194695235085345,58.535593097881076
E07000035,Derbyshire Dales,Sibelco Brassington,Sibelco/ Golconda,Wind Onshore,1,2.50,Manystones Lane Brassington Derbyshire,Derbyshire,-1.628381249276317,53.09093803883868
E07000031,South Lakeland,Lambrigg Wind Farm,Lambrigg Windfarm Ltd,Wind Onshore,5,1.30,"Lambrigg Fell, Off A684, Roan Edge
Cumbria",Cumbria,-2.635139409131702,54.3362848039816
E07000027,Barrow-in-Furness,Far Old Park Farm Wind Farm,Windprospect / Windcluster,Wind Onshore,7,0.66,"Land North East of Far Old Park Farm, Ireleth, Askam-in-Furness",Cumbria,-3.181378356807206,54.183872296440754
E06000052,Cornwall,Bears Down Wind Farm,Natural Power,Wind Onshore,16,0.60,"Bears Down Reservoir
St Colomb
Cornwall",Cornwall,-4.955627270812161,50.47029055231087
S12000048,Perth and Kinross,Welton Of Creuchies,Green Cat Renewables,Wind Onshore,4,2.30,"Alyth, Blairgowrie",Tayside,-3.279415519588189,56.63696990134391
S12000034,Aberdeenshire,Droop Hill Wind Farm x,Macphie Of Glenbervie Ltd,Wind Onshore,2,2.30,Stonehaven AB39 3YA,Grampian,-2.400670973457371,56.92290331619431
S12000034,Aberdeenshire,Denhill,Private Developer,Wind Onshore,1,2.30,"St Katherine's, Inverurie, Aberdeenshire",Grampian,-2.3410245194047756,57.41115618643758
S12000034,Aberdeenshire,Haddo,Private Developer,Wind Onshore,2,2.30,"Methlick, Ellon, Aberdeenshire",Grampian,-2.3075987363230297,57.428722562006364
S12000034,Aberdeenshire,Gairnieston Farm,Private Developer,Wind Onshore,1,2.30,"Turriff, Aberdeenshire",Grampian,-2.4240481116442503,57.59359214141534
S12000023,Orkney Islands,"Burgar Hill (land Near), Evie",NA,Wind Onshore,1,2.50,"Evie, Orkney",Orkney Islands,-3.1492162028820596,59.117551933102796
S12000014,Falkirk,Tod Hill Farm Wind Turbines,Falkirk Tod Hill Wind Limited,Wind Onshore,4,3.00,Todhill Farm Larbert,Central,-3.8621169504317368,56.03249293168486
S12000026,Scottish Borders,Moorhouse Farm,Urban Wind,Wind Onshore,2,0.50,Land North West Of Shepherds House Moorhouse Coldingham Scottish Borders,Borders,-2.25083760255699,55.90390333618393
E08000016,Barnsley,Royd Moor,NA,Wind Onshore,13,0.45,"Royd Moor, Penistone",South Yorkshire,-1.6695655836753172,53.53219947893576
S12000017,Highland,Stroupster Wind Farm - additional turbine,Greencoat UK Wind/Bay Wa .r.e/ SunGift,Wind Onshore,1,2.30,"Stroupster, Caithness",Highland,-3.1369711376056935,58.57190388992229
E06000034,Thurrock,Little Belhus Restoration Site,Constantine Wind Energy,Wind Onshore,2,0.50,"Land Between M25 And West Road, West Road, South Ockendon",Essex,0.2776349362762403,51.52248318829237
S12000026,Scottish Borders,Crystal Rig Wind Farm Phase 2a,Fred Olsen Renewables,Wind Onshore,60,2.30,"Dundfar Common, Eastern Lammermuirs",Borders,-2.5293113735807897,55.89948068922473
S12000035,Argyll and Bute,Clachan Flats Wind Farm,AMEC/ Border Winds,Wind Onshore,9,1.67,"North of the head of Loch Fyne 
Ardkinlas",Strathclyde,-4.942889825617438,56.2880927892101
E07000137,East Lindsey,Fen Farm,Ecotricity,Wind Onshore,20,0.80,"Fen Farm, Fen Lane, Conisholme, South Lincolnshire",Lincolnshire,0.06903850673334846,53.42328029922569
E07000046,Torridge,Darracott Moor,Gresham House,Wind Onshore,3,0.85,"Torrington, Devon, EX38",Devon,-4.513013713624924,50.92987720531018
S12000029,South Lanarkshire,Lochhead Farm,A7 Energy / Green Energy,Wind Onshore,3,2.00,"Land at Lochhead Farm, Stonehouse",Strathclyde,-3.9823487398604365,55.695929962564954
S12000026,Scottish Borders,Toddleburn,Scottish and Southern Energy (SSE),Wind Onshore,12,2.30,Oxton,Borders,-2.877391008354579,55.768552701648666
E06000052,Cornwall,Crimp Wind Farm - resubmission,Crimp Power Ltd (West Coast Energy),Wind Onshore,3,0.80,"Morwenstow,  Kilkhampton, North Cornwall",Cornwall,-4.488145556838252,50.91192723347922
E06000047,County Durham,Hedley Hope,Border Wind,Wind Onshore,3,0.80,"High Hedley Farm, Tow Law, Bishop Auckland, County Durham",Durham,-1.7575281860384309,54.76369120481716
S12000035,Argyll and Bute,Tangy Wind Farm/Tangy 1,Border Wind / Scottish and Southern (SSE),Wind Onshore,15,0.85,"Kilkenzie, Cambeltown",Strathclyde,-5.666584618831785,55.495290609506114
E07000010,Fenland,Coldham Hall,Co-op,Wind Onshore,8,1.75,"Coldham Hall
Nr the Coldham Estate
Cambridgeshire",Cambridgeshire,0.11491353634871052,52.60296222534745
E07000010,Fenland,Whitemill Wind Farm,Co-operative Energy,Wind Onshore,7,2.00,"Coldham Estate, Coldham, Wisbech",Cambridgeshire,0.14063440777757497,52.59256453522965
S12000048,Perth and Kinross,Green Knowes,CRE Energy/ Scottish Power,Wind Onshore,18,1.50,"Land at Green Knowes, by Glendevon",Tayside,-3.6662575830857542,56.24923105924507
S12000008,East Ayrshire,Whitelee,CRE Energy/ Scottish Power,Wind Onshore,140,2.30,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Strathclyde,-4.2790605785375595,55.68120688414853
E07000026,Allerdale,Great Orton,Cumbria Wind Farms,Wind Onshore,6,0.66,"Near Carlisle
Cumbria",Cumbria,-3.0767381324685434,54.87148888337109
E07000026,Allerdale,Winscales Phase I and II,Cumbria Wind Farms,Wind Onshore,11,0.80,"Winscales, Workington, Cumbria",Cumbria,-3.5040591255303983,54.628777418604734
E06000047,County Durham,Holmside Hall,E.On,Wind Onshore,2,1.37,"Burnhope, Stanley, County Durham",Durham,-1.6776060849140182,54.847079678665054
E06000001,Hartlepool,High Volts Wind Farm,E.On,Wind Onshore,3,1.83,"Potters Farm, Elwick, Hartlepool, Cleveland",Cleveland,-1.300270443013738,54.6936168853765
E06000047,County Durham,Hare Hill,E.On,Wind Onshore,1,1.30,"Harehill Farm, Haswell Plough, County Durham",Durham,-1.4151091160672187,54.761580650846184
E08000024,Sunderland,Great Eppleton Farm Repowering,E.ON UK,Wind Onshore,4,2.00,"Hetton, Houghton-le-Spring, Tyne & Wear, DH5 9NL",Tyne and Wear,-1.4271575967536063,54.82728530837494
E06000047,County Durham,Haswell Moor,E.ON UK Renewables Developments Ltd,Wind Onshore,5,2.00,"Haswell Moor
Easington
County Durham",Durham,-1.4096088869078205,54.76577775052773
E07000171,Bassetlaw,Worksop - B&Q,Ecotricity,Wind Onshore,1,2.00,"Manton Wood, Worksop, Nottinghamshire",Nottinghamshire,-1.0757461625957063,53.29975228164339
E06000052,Cornwall,Cold Northcott,Otter Power,Wind Onshore,22,0.30,"Launceston
Cornwall",Cornwall,-4.546748582638851,50.645509165468525
S12000034,Aberdeenshire,Upper Ardgrain Wind Farm,Green Cat Renewables,Wind Onshore,3,0.80,"Ellon, Aberdeenshire",Grampian,-2.0597655180463184,57.40636718151047
S12000023,Orkney Islands,Rothiesholm,Longearth Ltd / Farm Energy,Wind Onshore,3,0.90,"Rothiesholm, Stronsay, Orkney",Orkney Islands,-2.660078974195644,59.09725265212304
S12000034,Aberdeenshire,Hill of Easterton,Mackies,Wind Onshore,1,2.50,"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US",Grampian,-2.3932806182207633,57.37610586110237
E08000014,Sefton,Port of Liverpool - wind,Mersey Docks and Harbour Company,Wind Onshore,4,2.50,"Alexandra Dock, Port of Liverpool, Regent Road, Bootle",Merseyside,-3.004958235990043,53.44959807351473
S12000020,Moray,Rothes Wind (Cairn Uish),Natural Power Consultants,Wind Onshore,22,2.30,"Cairn Uish, 10km south of Elgin,  Moray",Grampian,-3.3629575090523853,57.537263756308576
S12000010,East Lothian,Crystal Rig Extension II,Natural Power Consultants,Wind Onshore,9,2.30,Lammermuir Hills on the East Lothian Council/Scottish Borders Council border approximately 11km from Dunbar and 16.5km from Duns.,Borders,-2.5454918200498238,55.912887497383046
S12000026,Scottish Borders,Glenkerie Wind Farm,Novera Energy,Wind Onshore,11,2.00,"Kingledores Farm, Broughton, Biggar, Strathclyde. ML12 6QL",Borders,-3.4204950605675992,55.538523299600385
E06000011,East Riding of Yorkshire,Lissett Airfield Wind Farm,Novera Energy,Wind Onshore,12,2.50,"1.5km west of Lisset, East Yorkshire",Humberside,-0.28852819758289344,54.00707625134946
S12000034,Aberdeenshire,Methlick Farmers Wind Energy Project,Orkney Sustainable Energy,Wind Onshore,6,2.00,"Methlick, Aberdeenshire",Grampian,-2.243110818062088,57.42761498706972
W06000008,Ceredigion,Rheidol Wind Farm,Powergen,Wind Onshore,8,0.30,"Rheidol Wind Farm, Banc Bwa Drain, Goginan, Aberystwyth",Dyfed,-3.877228209169251,52.40758103159106
S12000035,Argyll and Bute,Deucheran Hill,Powergen Renewables,Wind Onshore,9,1.75,"Deucheran Hill
Nr. Muasdale",Strathclyde,-5.544010040976793,55.629280983301406
W06000023,Powys,Bryn Du,Renewable Development Company Ltd,Wind Onshore,39,0.42,"Bryn Du Hills, South Of A44 At Pont Rydgaled, Powys, (LLangurig area)",Powys,-3.7069605351699058,52.41465849667964
N09000009,Mid Ulster,Lendrum's Bridge Wind Farm ( Extension 2),Renewable Energy Systems (RES),Wind Onshore,11,0.66,"Lendrum's Bridge
Murley RoadFivemiletown
County Tyrone",Co. Tyrone,-7.148895824634945,54.393837100320475
N09000009,Mid Ulster,Lendrum's Bridge Wind Farm,Renewable Energy Systems (RES),Wind Onshore,9,0.66,"Lendrum's Bridge
Murley Road, Fivemiletown
County Tyrone",Co. Tyrone,-7.183397697542293,54.39265401926176
S12000026,Scottish Borders,Dun Law,Renewable Energy Systems (RES),Wind Onshore,26,0.66,"Dun Law, 5km north west of Oxton, Lammermuir Hills",Borders,-2.846031565319668,55.80645715951554
S12000026,Scottish Borders,Black Hill (Borders),Renewable Energy Systems (RES),Wind Onshore,22,1.30,"Longformacus
Duns
Berwickshire",Borders,-2.432243691051233,55.799227918743576
N09000004,Causeway Coast and Glens,Altahullion,Renewable Energy Systems (RES) / BP Energy,Wind Onshore,20,1.30,"Alta Hullion Drum
Dun Given
Co. Londonderry",Co. Derry / Londonderry,-7.034105754812679,54.9625789385523
E06000052,Cornwall,Four Burrows Wind Farm,RES,Wind Onshore,15,0.30,"Blackwater, Truro, Cornwall",Cornwall,-5.137361456484057,50.28894302399709
S12000026,Scottish Borders,Dun Law Extension,RES,Wind Onshore,35,0.85,Dun Law (between Fala and Carfraemill 20 miles S-E of Edinburgh,Borders,-2.8423043765843228,55.78679588605426
S12000048,Perth and Kinross,Lochelbank Wind Farm II,RWE npower,Wind Onshore,12,0.80,"North of Glenfarg, Perth, Tayside",Tayside,-3.4328791384400277,56.305410091772934
S12000035,Argyll and Bute,Cruach Mhor,Scottish Power Renewables,Wind Onshore,35,0.95,"Cruach Mhor, Cowal, Glen Dareul, Agyll, Bute",Strathclyde,-5.155930389378146,56.03904291383792
W06000004,Denbighshire,Wern Ddu Wind Farm,Tegni,Wind Onshore,4,2.30,"NW Corwen, Gwyddelwern, Corwen, Denbighshire",Clwyd,-3.405931699654705,53.025468258349825
S12000029,South Lanarkshire,"Hagshaw Hill (S15) Wind Farm, Lanarkshire",Trigen,Wind Onshore,13,0.60,The site lies 4km west of Douglas,Strathclyde,-3.9203252507378408,55.555369868964114
S12000034,Aberdeenshire,Muirake,Vento Ludens,Wind Onshore,2,2.30,"Cornhill, Banff, Grampian. AB45 2BQ",Grampian,-2.724395438615112,57.6113599396126
S12000017,Highland,Millennium Extension,West Coast Energy /Falck Renewables,Wind Onshore,4,2.50,"Millennium Windfarm
on The Achlain and Invergarry amd Aberchalder Estates
Glengarry Invergarry
Inverness-Shire",Highland,-4.891170686152883,57.150200018033885
E07000169,Selby,Rusholme Wind Farm,EDF/China General Nuclear Power Corporation,Wind Onshore,12,2.00,"Newland Wind Farm, Land at Pease Farm, Rushmere Grange, Newland",North Yorkshire,-0.9480233954151971,53.73027496144245
S12000026,Scottish Borders,Longpark,Wind Prospect,Wind Onshore,19,2.00,Stow,Borders,-2.827469385544559,55.66916070154209
E06000047,County Durham,Walkway,Wind Prospect,Wind Onshore,7,2.00,Sedgefield,Durham,-1.3969058804159702,54.663580940899536
E07000010,Fenland,Coldham,Wind Prospect / TXU,Wind Onshore,8,2.00,"Cws Coldham Estate, March, Cambridgeshire",Cambridgeshire,0.09508799329096768,52.59724548965902
E07000011,Huntingdonshire,Red Tile,Wind Prospect Development,Wind Onshore,12,2.00,"Land Adjacent to Broadpool Farm
High Fen Straight Drove
Warboys
Huntingdon",Cambridgeshire,-0.02924292609491109,52.43053272834307
E07000140,South Holland,Deeping St Nicholas Wind Farm,Wind Prospect Developments,Wind Onshore,8,2.00,"Vine House Farm Worths Farm and Porters Farm, Deeping St Nicholas",Lincolnshire,-0.2256835079803232,52.732592007613206
E07000029,Copeland,Lowca Wind Farm,Windprospect,Wind Onshore,7,0.67,"Lowca
Near Workington
Cumbria",Cumbria,-3.5710105426129752,54.59736842959053
E07000029,Copeland,Fairfield Farm,Windprospect,Wind Onshore,5,1.30,"Fairfield Farm
Pica
Distington",Cumbria,-3.5203808335260214,54.578772223319106
E07000029,Copeland,Haverigg Repowering (Haverigg II),Windprospect,Wind Onshore,5,0.22,Kirksanton Airfield Part of Hemplands Farm Haverigg Millom Cumbria,Cumbria,-3.324533157836185,54.203954264103984
S12000017,Highland,Beinneun Windfarm Extension,Octopus Investments/Blue Energy,Wind Onshore,7,3.40,8km west of Invergarry,Highland,-4.965481047312137,57.09560580962121
S12000006,Dumfries and Galloway,Ewe Hill (extension),Scottish Power Renewables,Wind Onshore,16,2.30,Near Langham and Lockerbie,Dumfries and Galloway,-3.33386897962341,55.107092223388904
S12000017,Highland,Moy Wind Farm (2nd Application),Eneco,Wind Onshore,20,3.30,"Tomatin, Invernessshire",Highland,-4.048801273201876,57.38883375867092
S12000030,Stirling,Rosehill Wind Turbines,Green Cat Renewables,Wind Onshore,3,0.80,Land Some 550 Metres East Of Rosehill Rosehill Road Tower Plean,Central,-3.8280630504263247,56.05498297084074
E08000017,Doncaster,Twin Rivers,NTR,Wind Onshore,14,2.05,"Moor Lane, Whitgift, East Riding of Yorkshire",Humberside,-0.905036242907592,53.608183816044445
W06000016,Rhondda Cynon Taf,Penrhys Wind Farm/Ferndale Power Factory,John Laing Environmental Assets,Wind Onshore,8,0.80,"Penrhys
Rhondda
Mid Glamorgan",Mid Glamorgan,-3.451169837277253,51.65111449474926
S12000017,Highland,Gordonbush,Scottish and Southern Energy (SSE),Wind Onshore,35,2.00,"Gordonbush Estate, Brora, Sutherland, Highlands",Highland,-3.959051048493484,58.05949502393629
E06000023,"Bristol, City of",Avonmouth Wind Power,Wessex Water Engineering Services,Wind Onshore,4,2.05,"Bristol Sewage Treatment Work, Bristol, BS11 0YS",Avon,-2.673497335453803,51.51152721069677
S12000034,Aberdeenshire,Gordonstown Hill Wind Farm,Ventient (formerly Infinis),Wind Onshore,5,2.50,"Gordonstown Hill Kirkton Of Auchterless, Turiff, Grampian, AB53 8BG",Grampian,-2.482760693614633,57.461921078448114
S12000029,South Lanarkshire,The Rosti Factory,Branna Industrial & Technical Services Ltd,Wind Onshore,1,2.20,"Middleton Avenue, Strutherhil Industrial Estate, Larkhill, Strathclyde. ML9 2TL",Strathclyde,-3.960619502523219,55.72465999368052
S12000017,Highland,Ben Aketil Extension,Ben Aketil Wind Energy Ltd,Wind Onshore,2,1.30,"Near Dunvegan, Isle of Skye. IV55 8",Highland,-6.458341100824114,57.42980815409652
E07000140,South Holland,The Grange Wind Farm,RES UK & Ireland Limited,Wind Onshore,7,2.00,"Middle Road, Tydd St. Mary, Wisbech, Cambridge",Lincolnshire,0.16615695038482328,52.750618049854445
E07000203,Mid Suffolk,Humphrey Group,Roy Humphrey Group,Wind Onshore,2,2.50,"Eye Airfield Industrial Estate, Ipswich Road, Brome, Eye, Suffolk, IP23 8AW",Suffolk,1.126624903878468,52.33668721289699
E07000196,South Staffordshire,Rodbaston,REG Windpower,Wind Onshore,2,2.00,"Rodbaston, Farm Drive, Rodbaston Campus, Stafford",Staffordshire,-2.117223301971312,52.70241927260753
E06000047,County Durham,Boundary Lane,EDF,Wind Onshore,3,2.00,"Shotley Quarter, Whittonstall, Nr Consett, Co Durham. DH8 9",Durham,-1.928206880552384,54.84780936769195
S12000029,South Lanarkshire,Nutberry Wind Farm,NA,Wind Onshore,6,2.50,"Cumberhead, Lesmahagow, Lanark, Strathclyde. ML11 0HN",Strathclyde,-3.9215920773748683,55.59949474492341
E08000018,Rotherham,Penny Hill Lane,Banks Renewables,Wind Onshore,6,3.30,"Ulley, Sheffield, South Yorks. S26 3YA",South Yorkshire,-1.297496350762129,53.38342188438589
