area_code,area_name,name,operator,type,turbines,capacity,address,county,lon,lat
S12000034,Aberdeenshire,Tullo Wind Farm South (Ext.),Eneco,Wind Onshore,4,2.50,"Tullo Farm, Laurencekirk
 AB30 1HS",Grampian,-2.4048936890185835,56.82742213294025
E07000151,Daventry,Watford Lodge,Broadview Energy,Wind Onshore,5,2.00,runs from Watford to West Hadon Road along norhtern side of railway,Northamptonshire,-1.1069419029029477,52.326517630832726
S12000017,Highland,Wathegar 2 Wind Farm,BayWa r.e.,Wind Onshore,9,2.05,"Wathegar, Bilbster, Wick",Highland,-3.215898540098223,58.435157926981276
S12000029,South Lanarkshire,West Browncastle,Falck Renewables,Wind Onshore,12,2.50,"Strathaven, Strathclyde, ML10 6QW",Strathclyde,-4.209136437652643,55.658992119952394
S12000006,Dumfries and Galloway,Brochloch Rig (formerly Windy Standard II),Fred Olsen Renewables,Wind Onshore,30,3.00,"Near New Cummock",Dumfries and Galloway,-4.203148816033416,55.292207861958254
S12000026,Scottish Borders,Pogbie Wind Farm,Mongoose (formerly Energy Law Unlimited),Wind Onshore,6,8.50,"Humbie, East Lammermuirs, East Lothian.EH36 5PN",Lothian,-2.8330224629211007,55.82184795473557
S12000006,Dumfries and Galloway,Barlockhart Moor,West Coast Energy,Wind Onshore,4,2.03,"Barlockhart Farm, Glenluce, Newton Stewart, Wigtownshire DG8 0JG",Dumfries and Galloway,-4.78790705596957,54.86569886902803
S12000006,Dumfries and Galloway,Minnygap (Resubmission),Minnygap (formerly RES),Wind Onshore,10,2.50,"Nr Annandale, Dumfries and Galloway",Dumfries and Galloway,-3.51480214069029,55.24876801710758
S12000029,South Lanarkshire,Middle Muir Wind Farm,Banks Renewables,Wind Onshore,15,3.40,"Middle Muir, Hamilton, Strathclyde (north of Crawfordjohn)",Strathclyde,-3.804016992628462,55.51288594004258
S12000006,Dumfries and Galloway,Sanquhar Community Windfarm,Community Windpower,Wind Onshore,9,3.40,"located approximately 7km Southwest of Sanquhar, 5km to the Southwest of Kirkconnel and 4km Southwest of the small steading of Drumbuie",Dumfries and Galloway,-4.046570348125788,55.3441769917973
S12000006,Dumfries and Galloway,Balmurrie Fell Wind Farm,Scottish Southern Energy,Wind Onshore,7,1.30,"Balmurrie Fell, Newton Stewart, Dunfries & Galloway. DG8",Dumfries and Galloway,-4.51646628151418,54.87249319411926
S12000048,Perth and Kinross,Burnfoot Hill Extension,Private Developer,Wind Onshore,2,2.00,Site South Of The Upper And Lower Glendevon Resevoirs Glendevon,Tayside,-3.768914358706682,56.215393450436004
S12000006,Dumfries and Galloway,Airies Farm,NTR,Wind Onshore,14,2.90,"Airies Farm, Glenluce",Dumfries and Galloway,-4.6577360968818535,54.80205081181208
S12000006,Dumfries and Galloway,Craig Wind Farm (Extension),Temporis Capital,Wind Onshore,1,2.50,Westerkirk,Dumfries and Galloway,-5.087127284135621,54.868471072683526
W06000009,Pembrokeshire,Lawrence Landfill,Wind Energy Direct,Wind Onshore,2,0.80,"Lawrence Landfill, Pope Hill, Johnston, Haverfordwest, Dyfed, SA62 3NX",Dyfed,-5.0007642202798825,51.774457696347675
S12000006,Dumfries and Galloway,Plascow wind cluster (resubmission),Private Developer,Wind Onshore,3,0.80,"Plascow Farm, Dalbeattie, Dumfries and Galloway, DG5",Dumfries and Galloway,-3.76021330579441,54.95625774750854
W06000012,Neath Port Talbot,Maesgwyn Wind Farm - extension,Pennant Walters (MAESX) Limited,Wind Onshore,1,2.50,Maesgwyn Wind Farm Between Onllwyn & Glynneath,West Glamorgan,-3.6442351264364228,51.7405575660197
E07000132,Hinckley and Bosworth,Halifax Farm,Wentworth and Harper,Wind Onshore,1,1.60,"Halifax Farm, Merrylees Road, Newbold Heath, Newbold Verdon, Leicester, Leicestershire",Leicestershire,-1.3252179398321797,52.63980553311463
E07000238,Wychavon,Norton Fields Farm,REsense c/o CO2Sense,Wind Onshore,1,1.30,"Norton Fields Farm, Mucknell Farm Lane, Stoulton, Worcester",Hereford and Worcester,-2.142730479585888,52.16431059748274
S12000006,Dumfries and Galloway,Carscreugh Renewable Energy Park,John Laing Environmental Assets Group/ REG Power Management,Wind Onshore,18,0.85,"Gelnluce, nr Luce Bay Dumfries and Galloway",Dumfries and Galloway,-4.727967962471767,54.859095996575846
S12000006,Dumfries and Galloway,Whiteside Hill,Whiteside Hill Farm (Scotland),Wind Onshore,11,2.30,Whiteside Hill near Sanquhar,Dumfries and Galloway,-4.029442075214652,55.357413918922205
N09000006,Fermanagh and Omagh,Slieve Rushen Extension,NA,Wind Onshore,18,3.00,"Slieve Rushen
Derrylin
Fermanagh",Co. Fermanagh,-7.628400115712543,54.1902810356945
S12000006,Dumfries and Galloway,North Rhins,Greencoat UK Wind,Wind Onshore,11,2.00,"North Rhins
Stranraer
Dumfries and Galloway",Dumfries and Galloway,-5.0880975655788445,54.877077509380626
S12000034,Aberdeenshire,Jacksbank Wind Farm (Glenbervie),East Coast Viners,Wind Onshore,3,2.26,"Drumlithie, Stonehaven",Grampian,-2.3866207967366093,56.939890278265906
E07000153,Kettering,New Albion Wind Farm,John Laing Environmental Assets Group,Wind Onshore,7,2.05,"Agricultural land at Towns Close Farm, between Pipewell and Rushton and close to the A6003 Road to Corby",Northamptonshire,-0.7554074990967782,52.45019573477725
S12000006,Dumfries and Galloway,Sunnyside wind cluster,Sunnyside Wind Farm,Wind Onshore,2,0.50,"Land at Sunnyside, Sanquhar",Dumfries and Galloway,-3.9489100691371744,55.37901867610139
S12000026,Scottish Borders,Keith Hill (resubmission),Sky Wind Energy,Wind Onshore,5,0.90,"Humbie, East Lothian",Lothian,-2.825455926418982,55.81727155497748
S12000006,Dumfries and Galloway,Minsca,Airtricity,Wind Onshore,16,2.30,"8km NE of Lockerbie
Dumfries and Galloway",Dumfries and Galloway,-3.352856597934389,55.12207057600177
S12000006,Dumfries and Galloway,Artfield Fell,Scottish and Southern Energy (SSE),Wind Onshore,15,1.30,"Artfield Fell
Near New Luce
NX230670",Dumfries and Galloway,-4.774580540760767,54.97041241003875
S12000006,Dumfries and Galloway,Wether Hill,Scottish Power/CRE Energy,Wind Onshore,14,1.30,"Moniaive
Dumfries",Dumfries and Galloway,-4.045235493466179,55.22305355886292
S12000006,Dumfries and Galloway,Dalswinton,Airtricity Scotland,Wind Onshore,15,2.00,"Nr village of Dalswinton
Dumfries",Dumfries and Galloway,-3.650562298060298,55.18409713406372
S12000006,Dumfries and Galloway,Craig Wind Farm,Craig Wind Farm Co,Wind Onshore,4,2.50,Westerkirk,Dumfries and Galloway,-3.0689924137551183,55.16411812878722
S12000035,Argyll and Bute,Beinn an Tuirc Phase 2,Scottish Power Renewables,Wind Onshore,16,2.30,"South of original Beinn and Tuirc
Nr. Carradale",Strathclyde,-5.587352693800109,55.573170624204806
S12000010,East Lothian,Aikengall,Community Wind Power,Wind Onshore,16,3.00,"Aikengall
Nr Innerwick
Dunbar
East Lothian
EH42 1SG",Lothian,-2.4900662877429833,55.91720874007263
S12000006,Dumfries and Galloway,Brochloch Rig 1 (formerly Windy Standard),Fred Olsen Renewables,Wind Onshore,36,0.60,"Windy Standard, Dumfries & Galloway",Dumfries and Galloway,-4.182939377956255,55.29706495074965
E07000175,Newark and Sherwood,Hawton Wind Farm,Temporis Capital,Wind Onshore,3,2.50,"Cotham Road, Hawton, Nottinghamshire",Nottinghamshire,-0.814197039994237,53.048234031541575
E07000028,Carlisle,Beck Burn (resubmission),EDF Energy Renewables,Wind Onshore,9,3.45,"Beck Burn Peat Works, Springfield, Longtown",Cumbria,-3.0262663933424414,55.010681050272545
E06000011,East Riding of Yorkshire,Melton Common Wind Cluster,Seneca Global Energy,Wind Onshore,2,2.30,"Land West, South And South East Of Melton Waste Park Gibson Lane South Melton East Riding Of Yorkshire",Humberside,-0.5403031214172888,53.717229382160305
N09000006,Fermanagh and Omagh,Altamuskin Extension,Altamuskin Windfarm (Energia),Wind Onshore,3,2.35,"Sixmilecross, Clogher, Co. Tyrone",Co. Tyrone,-7.111342781553813,54.51275168113948
N09000008,Mid and East Antrim,Rathsherry (Revised Application),Energia (formerly Brookfield Renewable Energy Group),Wind Onshore,9,2.30,"lands in the townland of Rathsherry, east of Tullymore Road and south and north of Longmore Road, Broughshane, Ballymena",Co. Antrim,-6.175702167349241,54.95148865297775
N09000008,Mid and East Antrim,Elginny Hill Resubmission,Brookfields (Antrim Wind Energy),Wind Onshore,11,2.00,"Carncoagh Hill, Elginny Hill, Clontrace Hill, Broughshane, Co Antrim",Co. Antrim,-6.1928619858852265,54.93261137957097
S12000026,Scottish Borders,Hoprigshiels Community Wind Farm,Private Developer,Wind Onshore,3,2.30,"Land North And South Of 1 Whinhouse, Hoprigshiels, Cockburnspath, Scottish Borders",Borders,-2.3914969194221776,55.92068838770507
S12000029,South Lanarkshire,Black Law Extension - 1b,Scottish Power Renewables,Wind Onshore,5,3.00,"Black Law, Climpy",Strathclyde,-3.762566605237585,55.76218898600727
S12000006,Dumfries and Galloway,Glen App,Scottish Power Renewables,Wind Onshore,11,2.00,"NE/o Cairnryan, Stranraer, Dumfries and Galloway",Strathclyde,-4.989675974142365,55.000660685901785
W06000012,Neath Port Talbot,Pen Y Cymoedd,Vattenfall (previously Nuon Renewables),Wind Onshore,76,3.00,Land stretches from the Upper Afan Valley to end of Cynon Valley.,Neath Port Talbot,-3.6957301961467004,51.6555429229283
S12000017,Highland,Stronelairg Wind Farm,Scottish and Southern Energy (SSE),Wind Onshore,66,3.60,located approximately 11 kilometres to the south-east of Fort Augustus,Highland,-4.526369990926905,57.126924525258254
E07000151,Daventry,M1 J18 Wind Turbines,Airvolution Energy,Wind Onshore,2,2.00,"Land Between Watling Street And M1, Celtic Way, Kilsby, Northamptonshire",Northamptonshire,-1.1576866763869997,52.3495011263835
S12000048,Perth and Kinross,Tullymurdoch Wind Farm,Temporis Capital,Wind Onshore,7,2.05,"Alyth, Blairgowrie, Tayside",Tayside,-3.3134138178593995,56.65490849524152
S12000026,Scottish Borders,Penmanshiel Wind Farm,RES,Wind Onshore,14,2.00,Land East Of Penmanshiel Farmhouse Grantshouse Scottish Borders,Borders,-2.321296252371662,55.89686610409925
S12000026,Scottish Borders,Kinegar Quarry (resubmission),Airvolution Energy,Wind Onshore,2,2.50,Land South West Of Neuk Farm Cockburnspath Scottish Borders,Borders,-2.3636915584562224,55.93478105509919
E06000052,Cornwall,St. Breock Re-Power (Resubmission),REG & Blackrock,Wind Onshore,5,2.50,"St. Breock
North Cornwall
Cornwall",Cornwall,-4.821264284160349,50.495576024499584
S12000035,Argyll and Bute,Carraig Gheal,Green Power,Wind Onshore,20,2.30,"Carraig Gheal, Argyll and Bute",Strathclyde,-5.2945373221935,56.33901042504931
S12000026,Scottish Borders,Langhope Rig,Greencoat UK Wind,Wind Onshore,10,1.60,"Langhope Rig, Ettrick Forest, Scottish Borders",Borders,-2.939888294583027,55.47066475339926
S12000034,Aberdeenshire,Clashindarroch 2 (Revised),Vattenfall,Wind Onshore,18,2.05,"Clashindarroch Forest, Huntly, Aberdeenshire",Grampian,-2.8661476864184334,57.36648194220674
E07000046,Torridge,Galsworthy Wind Park,Ecotricity,Wind Onshore,4,2.30,"Land At Galsworthy, Buckland Brewer And Bulkworthy",Devon,-4.2714514847273595,50.91868510688362
S12000017,Highland,Strathy North,Scottish and Southern Energy (SSE),Wind Onshore,33,2.05,"Near Strathy Village, Sutherland",Highland,-4.033588056826879,58.490004014519236
S12000034,Aberdeenshire,Mid Hill - Phase II,Fred Olsen Renewables,Wind Onshore,8,2.30,"Mid Hill, Fetteresso
Stonehaven",Grampian,-2.486163818537932,56.968774779403255
S12000013,Na h-Eileanan Siar,Monan Hill Wind Turbines,North Harris Trust,Wind Onshore,3,0.50,500m North Of Ceann An Ora Quarry Ardhasaig Isle Of Harris,Highland,-6.831797961135689,57.94167514181778
E06000031,Peterborough,French Farm (resubmission),REG Windpower (previously Cornwall Light and Power),Wind Onshore,2,2.50,"French Farm, French Drove, Thorney, Peterborough, Cambridgeshire, PE6 0PQ",Cambridgeshire,-0.10433880057470019,52.66354299791693
S12000006,Dumfries and Galloway,Glenchamber Wind Farm,Renewable Energy Systems (RES),Wind Onshore,11,2.50,"between New Luce, Kirkcowan and Glenluce",Dumfries and Galloway,-4.75433364313669,54.96342049244163
S12000017,Highland,Bhlaraidh (previously Balmacaan),Scottish and Southern Energy (SSE),Wind Onshore,32,3.43,Near Invermoriston,Highland,-4.581905437607924,57.21914701969355
E06000005,Darlington,Moor House Wind Farm (resubmission),Banks Renewables,Wind Onshore,6,2.50,"Bishopton Lane, Great Burdon, Darlington",Durham,-1.4972377766152167,54.574646555229165
W06000012,Neath Port Talbot,Llynfi Afan Renewable Energy Park,John Laing Environmental,Wind Onshore,3,2.00,"Mynydd Y Gelli, Port Talbot, Bridgend",Neath Port Talbot,-3.614678403132533,51.642738984404374
S12000028,South Ayrshire,Assel Valley Wind Farm,Falck Renewables,Wind Onshore,11,2.30,"Pinmore, Girvan, Strathclyde",Strathclyde,-4.778705371310938,55.22647843932305
S12000017,Highland,Bad a Cheo Wind Farm,Innogy,Wind Onshore,13,2.05,Bad A Cheo Achkeepster Spittal,Highland,-3.429193008226888,58.42046248926375
E06000011,East Riding of Yorkshire,Fraisthorpe Wind Farm,Octopus Investments,Wind Onshore,9,3.30,"Land North East Of Manor Farm, Main Street, Fraisthorpe, East Riding Of Yorkshire",Humberside,-0.23071666241410987,54.04787593987334
W06000011,Swansea,Mynydd Y Gwair Wind Farm (resubmission),RWE Npower Renewables/ Innogy,Wind Onshore,16,3.00,"Swansea, West Glamorgan",West Glamorgan,-3.9381286564678315,51.74924126147612
E07000146,King's Lynn and West Norfolk,Jack's Lane Wind Farm,Aviva,Wind Onshore,6,2.30,Barwick Hall Farm Barwick Road Stanhoe King's Lynn Norfolk,Norfolk,0.6873906946308012,52.88408355878467
E06000052,Cornwall,Denzell Downs Wind Farm - resubmission,REG Windpower / BlackRock,Wind Onshore,5,2.00,"Higher Denzell Farm, St Mawgan, Newquay, Cornwall",Cornwall,-4.961515104243987,50.465948920210444
N09000004,Causeway Coast and Glens,Long Mountain,Energia Renewables,Wind Onshore,12,2.00,"Dunloy, Co. Antrim",Co. Antrim,-6.442004906719923,54.98409603355282
N09000006,Fermanagh and Omagh,Cregganconroe,Gaelectric Developments/ CGN Europe Energy,Wind Onshore,6,2.30,"Loughmallon Road, Cregganconroe, Pomeroy ",Co. Tyrone,-6.979109285037008,54.62259605671359
N09000006,Fermanagh and Omagh,Ora More,Natural Power,Wind Onshore,6,2.30,"Ora More Hill, in the Townlands of Killycreen East, Ora Beg and Mullylusty, near Boho and Belcoo, CoFermanagh",Co. Fermanagh,-7.895902827552908,54.33849624473994
E07000125,Rossendale,Reaps Moss Wind Farm (resubmitted),Infrared Capital Partners,Wind Onshore,3,3.40,"Reaps Moss, Bacup, East Lancashire",Lancashire,-2.167104745381904,53.70016884825196
W06000012,Neath Port Talbot,"Llynfi Renewable Energy Park, Land at Mynydd Caerau",John Laing Environmental,Wind Onshore,12,2.00,"Glyncorrwg and Gelli Mountain, Croeserw, Neath and Port Talbot",Neath Port Talbot,-3.621085396275542,51.64488970573465
E07000146,King's Lynn and West Norfolk,Chiplow,Blue Energy,Wind Onshore,5,2.00,"Bewteen the villages of Bagthorpe, Barmer and Syderstone in North West Norfolk",Norfolk,0.6907598263017909,52.856878230115996
E08000035,Leeds,Hook Moor,Banks Renewables,Wind Onshore,3,2.05,"Land at Hook Moor, Micklefield, Leeds",West Yorkshire,-1.335520712070838,53.8119024894777
E08000005,Rochdale,Crook Hill (Revised Application - Rochdale MBC) 2 of 2,Infrared Capital Partners,Wind Onshore,7,3.40,"Crook Hill/Shore Moor, North Of Watergrove Reservoir, Rochdale",Greater Manchester,-2.114768154847303,53.670479819391
E06000011,East Riding of Yorkshire,Far Marsh Farm (Resubmission),Private Developer,Wind Onshore,3,2.50,"Marsh Road, Ottringham, Hull, Humberside",Humberside,-0.11411499953097028,53.67746904301737
W06000009,Pembrokeshire,Wear Point,John Laing Environmental,Wind Onshore,4,2.05,"Land at Wear Point, Waterston Industrial, Llanstadwell",Dyfed,-4.996465314923619,51.70213909459637
E07000074,Maldon,Middlewick wind farm,Blue Energy (formerly Ridgewind Ltd),Wind Onshore,9,2.30,"Land Between Middlewick Farm And Wraywick Farm, The Marshes, Southminster, Essex",Essex,0.8924744804615338,51.663137233494446
S12000017,Highland,Corriegarth,Greencoat Capital,Wind Onshore,23,3.00,"Near Gorthleck, Inverness-shire",Highland,-4.359638024142399,57.190084564242476
E07000035,Derbyshire Dales,Carsington Pasture,Carsington Wind Energy Limited,Wind Onshore,4,2.00,"Carsington Pasture, Derbyshire Dales",Derbyshire,-1.633587767455215,53.08445506253499
E06000056,Central Bedfordshire,Langford Wind Farm,Co-operative Group,Wind Onshore,10,2.00,"Edworth Road, Langford, Biggleswade, Bedfordshire, SG18 9PJ",Bedfordshire,-0.24527873963323793,52.05898717623853
S12000034,Aberdeenshire,Mid Hill I,Fred Olsen Renewables,Wind Onshore,25,2.30,"Mid Hill, Fetteresso
Stonehaven",Grampian,-2.486163818537932,56.968774779403255
S12000021,North Ayrshire,Ardrossan Extension,Airtricity,Wind Onshore,3,2.00,"Near Ardrossan
North Ayreshire",Strathclyde,-4.806141229892186,55.64389979205482
S12000017,Highland,Beinn Tharsuinn Windfarm Project,CRE Energy/ Scottish Power,Wind Onshore,17,1.75,"Beinn Tharsuinn,Nr Easter Andross, Easter Ross, Northern Highlands",Highland,-4.328995396555052,57.80527491616967
W06000010,Carmarthenshire,Blaengwen (Re-Submission),Statkraft and Catamount Energy Corporation,Wind Onshore,10,2.30,Pencader Carms.,Dyfed,-4.237982733324118,51.97780721097517
S12000034,Aberdeenshire,Boyndie Airfield,RDC Scotland Ltd/ Falck Renewables,Wind Onshore,8,2.00,"Boyndie Airfield, 
Banff",Grampian,-2.638964003837496,57.66532978492737
E07000153,Kettering,Burton Wold Windfarm,Gravis Capital Management,Wind Onshore,10,2.00,"Felaw Maltings, Felaw Street, Ipswich",Northamptonshire,-0.6430819044218373,52.360761616022444
N09000006,Fermanagh and Omagh,Callagheen,B9 / Renewable Energy Systems (RES),Wind Onshore,13,1.75,"Garrison, near borders",Co. Fermanagh,-8.093026638016013,54.41777629994036
S12000017,Highland,Edinbane Wind Farm,Vattenfall,Wind Onshore,18,2.30,"Cruachan Brinn Mhicaskill, Edinbane, Portree, Highlands",Highland,-6.4322060981986695,57.4691268257208
S12000017,Highland,Fairburn,Scottish and Southern Energy (SSE),Wind Onshore,20,2.15,"Fairburn
Marybank",Highland,-4.631530154004931,57.53290976425061
S12000017,Highland,Farr Wind Farm,Innogy (formerly RWE npower),Wind Onshore,40,2.30,"Tomatin
Inverness",Highland,-4.103012495399573,57.33392062388019
W06000012,Neath Port Talbot,Ffynnon Oer Wind Farm,RWE npower,Wind Onshore,16,2.00,Near Glyncorrwg,West Glamorgan,-3.6286651586615992,51.682956023753995
S12000023,Orkney Islands,Flotta,Scotwind (Scottish Renewables),Wind Onshore,1,1.75,"Flotta,Westhill, Orkney",Orkney Islands,-3.0972521775855024,58.841246573313065
S12000017,Highland,Forss Wind Farm (Extension),Renewable Energy Systems (RES),Wind Onshore,4,1.30,"Ex Navy Base Forss, Dounreay Thurso Caithness",Highland,-3.688135746208153,58.60235907726317
N09000005,Derry City and Strabane,Lough Hill,B9 / Renewable Energy Systems (RES),Wind Onshore,6,1.75,"Lough Hill
East of Drumquin
County Tyrone",Co. Tyrone,-7.6052129070115155,54.63429586285496
S12000042,Dundee City,Michelin Tyre Co Ltd - Dundee,Ecotricity,Wind Onshore,2,2.00,"Baldovie Road, Dundee
Dundee",Tayside,-2.893827531001885,56.48363281106065
S12000017,Highland,Millennium Windfarm,Renewable Development Company (RDC) Scotland (Ltd) for FALCK RENEWABLES,Wind Onshore,16,2.50,"Millennium Windfarm
on The Achlain and Invergarry amd Aberchalder Estates
Glengarry Invergarry
Inverness-Shire
(nr Glen Moriston
Fort Augustus)",Highland,-4.883641232160011,57.15522678760265
S12000029,South Lanarkshire,Muirhall,Lomond Energy,Wind Onshore,6,3.00,"Stellashaw Moss, South Lanarkshire",Strathclyde,-3.585765386005087,55.76693447109523
W06000023,Powys,Mynydd Clogau Wind Farm,Renewable Energy Systems (RES),Wind Onshore,17,0.85,"Mynydd Clogau, Mynydd Bwrch-y-gors and Mynydd Cerrigllwydion, near Adfa, Newtown, Powys",Powys,-3.4284765496306115,52.57838580483344
E07000117,Burnley,New Barn Farm,Private Developer,Wind Onshore,3,1.50,"Billington Road, Burnley, BB11 5QQ",Lancashire,-2.3034195698796083,53.77315376101917
E07000143,Breckland,North Pickenham,Foresight Group,Wind Onshore,8,1.80,"near Hempnall
South Norfolk",Norfolk,0.7320519870622261,52.62922138313987
S12000020,Moray,Paul's Hill and Extension,Fred Olsen Renewables,Wind Onshore,28,2.30,"Paul's Hill, Bowlingalloch, Moray, (area is also known as Ballindalloch)
(14km west of Charlestown, 13km north of Granthon on Spey)",Grampian,-3.4762072218686724,57.446152307710534
N09000006,Fermanagh and Omagh,Tappaghan Extension,Greencoat UK Wind,Wind Onshore,6,1.50,"Lack, Tappaghan Mountains, Northern Ireland",Co. Fermanagh,-7.695579789055317,54.547135624891936
W06000004,Denbighshire,Tir Mostyn And Foel Goch Wind Farm,Munich Re (previously Windjen Power Ltd),Wind Onshore,25,0.85,"Nantglyn, Denbighshire",Clwyd,-3.491099750718339,53.117026694566896
E06000047,County Durham,Trimdon Grange,Cumbria Wind Farms,Wind Onshore,4,1.30,"Trimdon Grange, County Durham",Durham,-1.4426370144393401,54.7204163968475
S12000021,North Ayrshire,Wardlaw Wood,Wind Prospect / Community Windpower,Wind Onshore,6,3.00,"Dalry
Ayrshire",Strathclyde,-4.789481338591209,55.72248445331207
S12000050,North Lanarkshire,Southrigg,Southrigg WT,Wind Onshore,1,1.50,"Southrigg Farm, Bathgate",North Lanarkshire,-3.729536918349494,55.871061977201634
W06000005,Flintshire,Kingspan,Kingspan,Wind Onshore,2,0.90,"Kingspan Ltd, 2-4 Bagillt Road, Greenfield, Holywell",Flintshire,-3.200768572631649,53.28967041064099
S12000034,Aberdeenshire,Gawnsmoss Cluster,Farm Energy Consulting,Wind Onshore,3,0.80,Site at Cairnhill Banff,Aberdeenshire,-2.61301206352672,57.62232419058361
E07000004,Aylesbury Vale,Quarrendon Fields,AWE Renewables,Wind Onshore,1,1.50,"Quarrendon Fields, Aylesbury",Buckinghamshire,-0.8359907801951358,51.84240244910166
E07000173,Gedling,Newstead and Annesley Wind Turbine,Redpath Energy,Wind Onshore,1,1.50,"Newstead and Annesley Country Park, Tilford Road, Newstead",Nottinghamshire,-1.2178115496687127,53.0752582790973
E09000025,Newham,Beckton Sewage Treatment Works,Thames Water Utilities,Wind Onshore,2,1.00,"Beckton Sewage Works, Jenkins Lane, Barking",Greater London,0.07991012224257102,51.5256348113936
E06000011,East Riding of Yorkshire,Melton Waste Park (resubmission),Seneca Global Energy,Wind Onshore,2,2.50,"Land South West Of Melton Waste, Gibson Lane, Melton, North Ferriby, Humberside",Humberside,-0.5336356227905789,53.71721988367101
E07000153,Kettering,Burton Wold Wind Farm South,Infinergy/ Muirhall Energy,Wind Onshore,3,2.75,"Land at Glendon Farm, Burton Latimer, Kettering",Northamptonshire,-0.6564881209613488,52.3535513337406
W06000022,Newport,ANP Newport Wind Turbine,Associated British Ports,Wind Onshore,2,2.30,"Land To South Of South Dock, Alexandra Docks, And Adjacent to River Usk, East Way Road",Newport,-2.9738147117811358,51.55591391357528
W06000004,Denbighshire,Brenig Wind Farm (Resubmission),CGNEE,Wind Onshore,16,3.00,"Land east of Llyn Brenig, Nantglyn, Denbigh, Clwyd",Denbighshire,-3.5030561913368343,53.108965221512484
W06000003,Conwy,Bodtegir,Clean Earth Energy,Wind Onshore,1,1.50,"Land at Bodtegir, part of the, Mwdwl Eithin, Nant Bach Wind Farm On Land At, Corwen",Clwyd,-3.4987866577553253,53.01751066916387
W06000016,Rhondda Cynon Taf,West of Rhiwfelin Fach Farm,Infinite Renewables,Wind Onshore,1,1.50,"Land to the West of, Rhiwfelin Fach Farm, Llantrisant, Heol Sticil-Y-Beddau, Pontyclun",Mid Glamorgan,-3.391393912745875,51.55887983806234
S12000029,South Lanarkshire,Marshill Farm,Green Cat Renewables,Wind Onshore,1,1.50,"Farmland to the West of, Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde",South Lanarkshire,-3.9333650161832345,55.68710419387387
S12000029,South Lanarkshire,Woodlands Wind Farm,WhiteRock Energy,Wind Onshore,3,0.85,"Woodlands Farm, Lesmahagow, Lanark",South Lanarkshire,-3.9104581298150825,55.633298311145396
S12000030,Stirling,Craigannet Farm Wind Turbine,Clean Earth Energy,Wind Onshore,1,1.50,Land Some 1600 Metres North West Of Craigannet Farm Fintry,Stirling,-4.0684808387967735,56.0454523791219
S12000010,East Lothian,Ferneylea Farm,CBK Galbraith,Wind Onshore,2,0.75,"Ferneylea Farm, Cockburnspath",East Lothian,-2.417819370791595,55.91484255526854
S12000017,Highland,Forss Wind Farm,Renewable Energy Systems (RES),Wind Onshore,2,1.30,Wind Turbine Ex Navy Base Forss Dounreay Thurso Caithness,Highland,-3.688135746208153,58.60235907726317
